detector_id,correlation,correlation_ma
K4454.D7,N/A,N/A
K4455.D10,N/A,N/A
K4455.D11,N/A,N/A
K4455.D3,N/A,N/A
K4455.D4,N/A,N/A
K4455.D5,N/A,N/A
K4455.D6,N/A,N/A
K4455.D7,N/A,N/A
K4455.D8,N/A,N/A
K4455.D9,N/A,N/A
K4456.D1,N/A,N/A
K4456.D2,N/A,N/A
K4456.D3,N/A,N/A
K4456.D5,N/A,N/A
K4456.D6,N/A,N/A
K4456.D7,N/A,N/A
K4457.D3,N/A,N/A
K4457.D4,N/A,N/A
K4457.D5,N/A,N/A
K4457.D6,N/A,N/A
K445D12,0.210,0.120
K445D14,0.490,0.681
K445D15,0.261,0.486
K445D16,0.319,0.526
K4465.D1,N/A,N/A
K4465.D11,N/A,N/A
K4465.D12,N/A,N/A
K4465.D2,N/A,N/A
K4465.D3,N/A,N/A
K4465.D5,N/A,N/A
K4465.D6,N/A,N/A
K4465.D7,N/A,N/A
K4465.D8,N/A,N/A
K4465.D9,N/A,N/A
K4466.D17,N/A,N/A
K4466.D2,N/A,N/A
K4466.D3,N/A,N/A
K4466.D5,N/A,N/A
K4466.D6,N/A,N/A
K4466.D7,N/A,N/A
K4468.D5,N/A,N/A
K4468.D6,N/A,N/A
K4468.D7,N/A,N/A
K4468.D8,N/A,N/A
K446D14,0.592,0.788
K4476.D1,N/A,N/A
K4476.D5,N/A,N/A
K447D11,0.524,0.779
K447D13,0.447,0.638
K447D14,0.440,0.605
K447D15,0.539,0.685
K4488.D10,N/A,N/A
K4488.D11,N/A,N/A
K4488.D12,N/A,N/A
K4488.D2,N/A,N/A
K4488.D3,N/A,N/A
K4488.D4,N/A,N/A
K4488.D5,N/A,N/A
K4488.D6,N/A,N/A
K4488.D7,N/A,N/A
K4488.D8,N/A,N/A
K4488.D9,N/A,N/A
K448D11,0.340,0.443
K448D12,0.188,0.474
K448D13,0.373,0.468
K448D14,0.142,0.432
K448D15,0.327,0.386
K448D16,0.312,0.544
K448D17,0.246,0.369
K4494.D1,N/A,N/A
K4494.D10,N/A,N/A
K4494.D2,N/A,N/A
K4494.D3,N/A,N/A
K4494.D4,N/A,N/A
K4494.D6,N/A,N/A
K4494.D7,N/A,N/A
K4494.D9,N/A,N/A
K4495.D1,N/A,N/A
K4495.D2,N/A,N/A
K4495.D3,N/A,N/A
K4495.D4,N/A,N/A
K4497.D10,N/A,N/A
K4497.D2,N/A,N/A
K4497.D4,N/A,N/A
K4497.D6,N/A,N/A
K4497.D7,N/A,N/A
K4497.D9,N/A,N/A
K4498.D2,N/A,N/A
K4498.D4,N/A,N/A
K4498.D5,N/A,N/A
K4499.D1,N/A,N/A
K4499.D10,N/A,N/A
K4499.D11,N/A,N/A
K4499.D2,N/A,N/A
K4499.D4,N/A,N/A
K4499.D5,N/A,N/A
K4499.D7,N/A,N/A
K44D1,0.460,0.596
K44D2,0.544,0.741
K44D3,0.364,0.566
K44D4,0.158,0.253
K44D5,0.579,0.718
K44D6,0.106,0.191
K44D7,0.396,0.581
K44D8,0.380,0.483
K45.D102,N/A,N/A
K45.D103,N/A,N/A
K45.D113,N/A,N/A
K45.D114,N/A,N/A
K45.D115,N/A,N/A
K45.D116,N/A,N/A
K45.D122,N/A,N/A
K45.D123,N/A,N/A
K45.D42,N/A,N/A
K45.D43,N/A,N/A
K45.D53,N/A,N/A
K45.D54,N/A,N/A
K45.D55,N/A,N/A
K45.D56,N/A,N/A
K45.D62,N/A,N/A
K45.D63,N/A,N/A
K45.D82,N/A,N/A
K45.D83,N/A,N/A
K4502.D1,N/A,N/A
K4502.D10,N/A,N/A
K4502.D11,N/A,N/A
K4502.D2,N/A,N/A
K4502.D3,N/A,N/A
K4502.D4,N/A,N/A
K4502.D5,N/A,N/A
K4503.D2,N/A,N/A
K4503.D4,N/A,N/A
K4504.D2,N/A,N/A
K4504.D4,N/A,N/A
K4505.D2,N/A,N/A
K4505.D4,N/A,N/A
K4506.D1,N/A,N/A
K4506.D10,N/A,N/A
K4506.D4,N/A,N/A
K4506.D5,N/A,N/A
K4506.D6,N/A,N/A
K4506.D7,N/A,N/A
K4506.D8,N/A,N/A
K4506.D9,N/A,N/A
K4507.D2,N/A,N/A
K4507.D4,N/A,N/A
K4510.D1,N/A,N/A
K4510.D4,N/A,N/A
K4514.D1,N/A,N/A
K4514.D2,N/A,N/A
K4514.D3,N/A,N/A
K4514.D4,N/A,N/A
K4514.D5,N/A,N/A
K4514.D6,N/A,N/A
K4517.D1,N/A,N/A
K4517.D11,N/A,N/A
K4517.D13,N/A,N/A
K4517.D14,N/A,N/A
K4517.D15,N/A,N/A
K4517.D2,N/A,N/A
K4517.D3,N/A,N/A
K4517.D4,N/A,N/A
K4517.D6,N/A,N/A
K4517.D7,N/A,N/A
K4517.D8,N/A,N/A
K4517.D9,N/A,N/A
K4518.D1,N/A,N/A
K4518.D10,N/A,N/A
K4518.D2,N/A,N/A
K4518.D3,N/A,N/A
K4518.D4,N/A,N/A
K4518.D5,N/A,N/A
K4518.D6,N/A,N/A
K4519.D1,N/A,N/A
K4519.D2,N/A,N/A
K4519.D3,N/A,N/A
K4519.D5,N/A,N/A
K4519.D6,N/A,N/A
K4520.D11,N/A,N/A
K4520.D5,N/A,N/A
K4520.D6,N/A,N/A
K4521.D10,N/A,N/A
K4521.D12,N/A,N/A
K4521.D13,N/A,N/A
K4521.D14,N/A,N/A
K4521.D2,N/A,N/A
K4521.D3,N/A,N/A
K4521.D5,N/A,N/A
K4521.D6,N/A,N/A
K4521.D7,N/A,N/A
K4521.D8,N/A,N/A
K4521.D9,N/A,N/A
K4522.D4,N/A,N/A
K4522.D5,N/A,N/A
K4522.D6,N/A,N/A
K4522.D7,N/A,N/A
K4525.D2,N/A,N/A
K4525.D3,N/A,N/A
K4525.D6,N/A,N/A
K4525.D7,N/A,N/A
K4526.D10,N/A,N/A
K4526.D11,N/A,N/A
K4526.D13,N/A,N/A
K4526.D2,N/A,N/A
K4526.D3,N/A,N/A
K4526.D4,N/A,N/A
K4526.D6,N/A,N/A
K4526.D7,N/A,N/A
K4526.D8,N/A,N/A
K4527.D2,N/A,N/A
K4527.D3,N/A,N/A
K4527.D4,N/A,N/A
K4527.D5,N/A,N/A
K4528.D1,N/A,N/A
K4528.D2,N/A,N/A
K4528.D5,N/A,N/A
K4528.D6,N/A,N/A
K4530.D1,N/A,N/A
K4530.D2,N/A,N/A
K4530.D3,N/A,N/A
K4530.D4,N/A,N/A
K4531.D4,N/A,N/A
K4531.D5,N/A,N/A
K4532.D11,N/A,N/A
K4532.D2,N/A,N/A
K4532.D3,N/A,N/A
K4532.D6,N/A,N/A
K4532.D8,N/A,N/A
K4549.D1,N/A,N/A
K4549.D2,N/A,N/A
K4549.D3,N/A,N/A
K4549.D4,N/A,N/A
K4549.D5,N/A,N/A
K4551.D1,N/A,N/A
K4551.D2,N/A,N/A
K4551.D3,N/A,N/A
K4557.D1,N/A,N/A
K4557.D2,N/A,N/A
K4557.D3,N/A,N/A
K4557.D4,N/A,N/A
K455D11,0.326,0.506
K455D12,0.206,0.209
K455D13,0.439,0.710
K455D15,0.309,0.319
K455D16,0.359,0.417
K4560.D10,N/A,N/A
K4560.D2,N/A,N/A
K4560.D3,N/A,N/A
K4560.D4,N/A,N/A
K4560.D5,N/A,N/A
K4560.D7,N/A,N/A
K4560.D9,N/A,N/A
K4561.D1,N/A,N/A
K4561.D10,N/A,N/A
K4561.D2,N/A,N/A
K4561.D3,N/A,N/A
K4561.D4,N/A,N/A
K4561.D5,N/A,N/A
K4561.D9,N/A,N/A
K4562.D4,N/A,N/A
K4562.D7,N/A,N/A
K4562.D8,N/A,N/A
K4562.D9,N/A,N/A
K4563.D4,N/A,N/A
K4563.D5,N/A,N/A
K4563.D6,N/A,N/A
K4564.D1,N/A,N/A
K4564.D2,N/A,N/A
K4564.D5,N/A,N/A
K4564.D7,N/A,N/A
K4564.D8,N/A,N/A
K4565.D1,N/A,N/A
K4565.D3,N/A,N/A
K4565.D4,N/A,N/A
K4565.D6,N/A,N/A
K4565.D7,N/A,N/A
K4566.D11,N/A,N/A
K4566.D12,N/A,N/A
K4566.D2,N/A,N/A
K4566.D3,N/A,N/A
K4566.D6,N/A,N/A
K4566.D7,N/A,N/A
K4566.D8,N/A,N/A
K4566.D9,N/A,N/A
K4567.D11,N/A,N/A
K4567.D12,N/A,N/A
K4567.D14,N/A,N/A
K4567.D2,N/A,N/A
K4567.D3,N/A,N/A
K4567.D4,N/A,N/A
K4567.D5,N/A,N/A
K4567.D6,N/A,N/A
K4567.D8,N/A,N/A
K4567.D9,N/A,N/A
K456D11,0.563,0.768
K456D12,0.565,0.762
K456D13,0.541,0.758
K456D14,0.549,0.721
K4573.D2,N/A,N/A
K4573.D3,N/A,N/A
K4575.D2,N/A,N/A
K4575.D5,N/A,N/A
K4575.D7,N/A,N/A
K4575.D9,N/A,N/A
K4576.D10,N/A,N/A
K4576.D2,N/A,N/A
K4576.D3,N/A,N/A
K4576.D5,N/A,N/A
K4576.D6,N/A,N/A
K4576.D9,N/A,N/A
K4577.D2,N/A,N/A
K4577.D3,N/A,N/A
K4577.D4,N/A,N/A
K4577.D7,N/A,N/A
K4579.D2,N/A,N/A
K457D10,0.551,0.549
K457D14,0.426,0.634
K457D15,0.451,0.654
K457D16,0.328,0.548
K457D18,-0.145,-0.071
K457D19,0.100,0.235
K457D20,-0.398,-0.508
K457D9,0.494,0.572
K4580.D3,N/A,N/A
K4580.D6,N/A,N/A
K4580.D7,N/A,N/A
K4582.D1,N/A,N/A
K4583.D2,N/A,N/A
K4583.D4,N/A,N/A
K4583.D5,N/A,N/A
K4583.D8,N/A,N/A
K4584.D1,N/A,N/A
K4584.D10,N/A,N/A
K4584.D13,N/A,N/A
K4584.D2,N/A,N/A
K4584.D3,N/A,N/A
K4584.D4,N/A,N/A
K4584.D5,N/A,N/A
K4584.D8,N/A,N/A
K4585.D1,N/A,N/A
K4585.D2,N/A,N/A
K4585.D3,N/A,N/A
K4585.D4,N/A,N/A
K458D11,0.298,0.483
K458D12,0.216,0.346
K458D13,0.401,0.559
K458D14,0.452,0.618
K458D15,0.095,0.446
K4593.D2,N/A,N/A
K4593.D4,N/A,N/A
K4593.D6,N/A,N/A
K4595.D1,N/A,N/A
K4595.D2,N/A,N/A
K4595.D3,N/A,N/A
K4595.D4,N/A,N/A
K4598.D2,N/A,N/A
K4599.D1,N/A,N/A
K4599.D2,N/A,N/A
K4599.D4,N/A,N/A
K4599.D5,N/A,N/A
K4599.D6,N/A,N/A
K4599.D9,N/A,N/A
K459D11,0.431,0.602
K459D12,0.490,0.586
K459D13,0.511,0.712
K459D14,0.391,0.548
K459D15,0.441,0.591
K459D16,0.552,0.758
K45D1,0.090,0.383
K45D11,0.085,0.282
K45D12,0.171,0.339
K45D2,-0.225,0.015
K45D21,0.052,0.241
K45D3,0.284,0.422
K45D4,0.471,0.677
K45D42,0.301,0.584
K45D5,0.173,0.350
K45D6,0.358,0.469
K46.D113,N/A,N/A
K46.D114,N/A,N/A
K46.D115,N/A,N/A
K46.D116,N/A,N/A
K46.D12,N/A,N/A
K46.D122,N/A,N/A
K46.D123,N/A,N/A
K46.D13,N/A,N/A
K46.D32,N/A,N/A
K46.D33,N/A,N/A
K46.D693,N/A,N/A
K46.D694,N/A,N/A
K46.D695,N/A,N/A
K46.D696,N/A,N/A
K46.D72,N/A,N/A
K46.D73,N/A,N/A
K46.D93,N/A,N/A
K46.D94,N/A,N/A
K46.D95,N/A,N/A
K46.D96,N/A,N/A
K4601.D1,N/A,N/A
K4601.D11,N/A,N/A
K4601.D2,N/A,N/A
K4601.D3,N/A,N/A
K4601.D4,N/A,N/A
K4601.D5,N/A,N/A
K4601.D6,N/A,N/A
K4602.D1,N/A,N/A
K4602.D3,N/A,N/A
K4602.D4,N/A,N/A
K461D12,0.507,0.767
K464D10,0.466,0.573
K464D11,N/A,0.394
K464D15,0.277,0.457
K464D17,0.489,0.708
K464D18,0.496,0.731
K464D5,0.481,0.702
K464D6,0.360,0.492
K464D7,-0.125,-0.223
K464D8,0.539,0.779
K467D11,0.425,0.622
K467D12,-0.557,-0.712
K467D13,0.463,0.599
K467D14,-0.655,-0.801
K467D15,-0.542,-0.687
K46D1,0.196,0.294
K46D10,0.187,0.371
K46D11,0.274,0.521
K46D12,0.246,0.394
K46D13,0.240,0.509
K46D14,0.256,0.499
K46D15,0.330,0.541
K46D2,0.152,0.443
K46D3,0.125,0.295
K46D4,0.120,0.367
K46D5,0.186,0.465
K46D6,-0.026,0.046
K46D7,0.070,0.314
K46D8,0.215,0.429
K46D9,0.361,0.603
K47.D112,N/A,N/A
K47.D12,N/A,N/A
K47.D122,N/A,N/A
K47.D23,N/A,N/A
K47.D24,N/A,N/A
K47.D32,N/A,N/A
K47.D52,N/A,N/A
K47.D62,N/A,N/A
K47.D83,N/A,N/A
K47.D84,N/A,N/A
K47.D92,N/A,N/A
K471D11,0.774,0.885
K471D12,0.563,0.729
K471D13,0.344,0.515
K4726.D1,N/A,N/A
K4726.D2,N/A,N/A
K4726.D4,N/A,N/A
K4726.D5,N/A,N/A
K472D11,0.473,0.596
K472D14,0.601,0.829
K472D15,0.425,0.525
K472D17,0.550,0.805
K472D27,0.795,0.912
K472D28,0.942,0.976
K472D29,0.788,0.888
K472D30,0.559,0.719
K473D11,0.743,0.885
K473D12,0.490,0.660
K474D12,-0.080,-0.017
K475D11,0.775,0.912
K475D12,0.418,0.614
K475D14,0.495,0.708
K475D15,0.638,0.825
K475D16,0.333,0.577
K476D22,0.848,0.916
K476D23,0.536,0.609
K476D24,0.638,0.847
K477D12,0.496,0.533
K478D11,0.197,0.468
K478D12,0.232,0.434
K478D13,0.582,0.762
K478D14,0.413,0.710
K478D15,0.045,0.179
K478D16,0.085,0.261
K478D17,-0.232,-0.197
K48.D1110,N/A,N/A
K48.D113,N/A,N/A
K48.D114,N/A,N/A
K48.D115,N/A,N/A
K48.D116,N/A,N/A
K48.D119,N/A,N/A
K48.D22,N/A,N/A
K48.D23,N/A,N/A
K48.D510,N/A,N/A
K48.D53,N/A,N/A
K48.D54,N/A,N/A
K48.D55,N/A,N/A
K48.D56,N/A,N/A
K48.D59,N/A,N/A
K48.D72,N/A,N/A
K48.D73,N/A,N/A
K480D10,0.951,0.973
K480D11,0.435,0.710
K480D15,0.515,0.726
K480D20,0.978,0.991
K480D8,0.309,0.470
K480D9,0.102,0.175
K485D1.1,-0.109,-0.029
K485D1.2,-0.220,-0.277
K485D1.3,-0.448,-0.485
K485D12,0.232,0.487
K485D13,0.212,0.320
K485D14,0.492,0.717
K485D15,0.232,0.487
K485D16,0.517,0.717
K485D3.11,0.112,0.221
K485D3.12,-0.294,-0.238
K485D4.13,-0.538,-0.513
K485D4.14,-0.619,-0.664
K485D6.6,-0.110,0.034
K485D7.10,-0.404,-0.458
K485D7.7,0.208,0.334
K485D7.8,-0.318,-0.338
K485D7.9,0.266,0.400
K486D11,0.622,0.689
K486D12,0.553,0.556
K486D15,0.630,0.804
K486D16,0.637,0.794
K486D17,0.610,0.803
K486D18,0.856,0.937
K486D20,0.937,0.974
K486D21,0.964,0.985
K4878.D1,N/A,N/A
K4878.D11,N/A,N/A
K4878.D2,N/A,N/A
K4878.D4,N/A,N/A
K4878.D5,N/A,N/A
K4878.D8,N/A,N/A
K4879.D2,N/A,N/A
K4879.D3,N/A,N/A
K4879.D4,N/A,N/A
K4879.D6,N/A,N/A
K487D1.1,-0.334,-0.212
K487D2.2,0.111,0.287
K487D3.3,-0.187,-0.049
K487D4.4,0.245,0.434
K4880.D1,N/A,N/A
K4880.D18,N/A,N/A
K4880.D2,N/A,N/A
K4880.D3,N/A,N/A
K4880.D5,N/A,N/A
K4880.D6,N/A,N/A
K4880.D7,N/A,N/A
K4881.D1,N/A,N/A
K4881.D10,N/A,N/A
K4881.D11,N/A,N/A
K4881.D2,N/A,N/A
K4881.D3,N/A,N/A
K4881.D6,N/A,N/A
K4881.D8,N/A,N/A
K4881.D9,N/A,N/A
K4882.D10,N/A,N/A
K4882.D11,N/A,N/A
K4882.D15,N/A,N/A
K4882.D3,N/A,N/A
K4882.D4,N/A,N/A
K4882.D6,N/A,N/A
K4882.D7,N/A,N/A
K4883.D1,N/A,N/A
K4883.D10,N/A,N/A
K4883.D11,N/A,N/A
K4883.D2,N/A,N/A
K4883.D4,N/A,N/A
K4883.D5,N/A,N/A
K4883.D7,N/A,N/A
K4883.D8,N/A,N/A
K4884.D1,N/A,N/A
K4884.D2,N/A,N/A
K4888.D1,N/A,N/A
K4888.D10,N/A,N/A
K4888.D2,N/A,N/A
K4888.D5,N/A,N/A
K488D14,0.892,0.961
K488D15,0.878,0.945
K4890.D1,N/A,N/A
K4890.D2,N/A,N/A
K4890.D3,N/A,N/A
K4890.D4,N/A,N/A
K4890.D5,N/A,N/A
K4891.D2,N/A,N/A
K4894.D3,N/A,N/A
K4895.D1,N/A,N/A
K4895.D2,N/A,N/A
K4895.D4,N/A,N/A
K4895.D5,N/A,N/A
K489D13,0.962,0.986
K489D14,0.929,0.969
K48D1,0.635,0.767
K48D2,0.394,0.538
K48D3,0.475,0.596
K48D4,0.271,0.447
K48D5,0.402,0.633
K48D6,0.613,0.762
K49.D1112,N/A,N/A
K49.D1113,N/A,N/A
K49.D114,N/A,N/A
K49.D115,N/A,N/A
K49.D117,N/A,N/A
K49.D118,N/A,N/A
K49.D22,N/A,N/A
K49.D23,N/A,N/A
K49.D512,N/A,N/A
K49.D513,N/A,N/A
K49.D54,N/A,N/A
K49.D55,N/A,N/A
K49.D57,N/A,N/A
K49.D58,N/A,N/A
K4920.D1,N/A,N/A
K4920.D2,N/A,N/A
K4920.D3,N/A,N/A
K4920.D5,N/A,N/A
K4920.D6,N/A,N/A
K4920.D7,N/A,N/A
K4920.D8,N/A,N/A
K4921.D1,N/A,N/A
K4921.D2,N/A,N/A
K4921.D3,N/A,N/A
K4921.D4,N/A,N/A
K4921.D5,N/A,N/A
K4922.D2,N/A,N/A
K4923.D2,N/A,N/A
K4923.D3,N/A,N/A
K49D10,0.427,0.499
K49D2,0.356,0.592
K49D5,0.423,0.526
K49D7,0.354,0.609
K4D10,N/A,N/A
K4D11,0.220,0.475
K4D12,0.228,0.454
K4D22,N/A,N/A
K4D3.1,0.218,0.357
K4D31,0.333,0.483
K4D32,0.055,0.150
K4D40,N/A,N/A
K4D41,0.187,0.255
K4D42,0.357,0.476
K4D5.11,0.448,0.627
K4RD1.12,N/A,N/A
K5.D112,N/A,N/A
K5.D113,N/A,N/A
K5.D51,N/A,N/A
K5.D52,N/A,N/A
K5.D712,N/A,N/A
K5.D713,N/A,N/A
K50.D113,N/A,N/A
K50.D114,N/A,N/A
K50.D53,N/A,N/A
K50.D54,N/A,N/A
K501D11,0.061,0.069
K501D12,0.290,0.295
K501D13,0.173,0.266
K501D15,0.343,0.495
K501D16,0.217,0.372
K501D17,0.478,0.692
K501D18,0.406,0.646
K502D11,0.349,0.361
K502D12,0.275,0.508
K502D13,-0.025,0.141
K502D14,0.243,0.481
K502D15,0.470,0.708
K502D16,0.362,0.546
K502D17,0.034,0.167
K503D11,0.154,0.269
K503D12,0.152,0.256
K504D11,0.385,0.492
K504D12,-0.510,-0.586
K504D13,0.028,-0.068
K504D14,0.388,0.473
K504D15,0.204,0.273
K504D16,0.142,0.349
K504D17,0.236,0.319
K504D18,-0.466,-0.586
K505D11,0.453,0.595
K505D12,0.318,0.603
K505D13,0.410,0.484
K506D11,0.485,0.675
K506D13,0.636,0.764
K506D14,0.583,0.755
K507D11,0.426,0.548
K507D12,0.439,0.588
K507D13,-0.049,-0.033
K507D14,-0.091,-0.226
K507D15,0.177,0.443
K507D16,-0.052,0.052
K508D11,-0.044,-0.174
K508D12,0.318,0.430
K508D13,0.026,0.110
K508D14,0.330,0.443
K508D15,-0.480,-0.621
K50D1.1,0.004,0.098
K50D1.2,-0.056,-0.024
K50D2.1,0.234,0.498
K50D2.3,-0.049,0.027
K50D2.4,0.223,0.330
K50D3.1,0.309,0.392
K50D3.5,0.126,0.188
K50D3.6,0.128,0.241
K50D4.1,0.254,0.374
K50D4.7,0.332,0.474
K50D5.1,0.131,0.230
K51.D113,N/A,N/A
K51.D114,N/A,N/A
K51.D115,N/A,N/A
K51.D116,N/A,N/A
K51.D12,N/A,N/A
K51.D13,N/A,N/A
K51.D23,N/A,N/A
K51.D24,N/A,N/A
K51.D25,N/A,N/A
K51.D26,N/A,N/A
K51.D42,N/A,N/A
K51.D54,N/A,N/A
K51.D55,N/A,N/A
K51.D56,N/A,N/A
K51.D57,N/A,N/A
K51.D58,N/A,N/A
K51.D59,N/A,N/A
K51.D624,N/A,N/A
K51.D625,N/A,N/A
K51.D626,N/A,N/A
K51.D654,N/A,N/A
K51.D655,N/A,N/A
K51.D656,N/A,N/A
K51.D683,N/A,N/A
K51.D684,N/A,N/A
K51.D713,N/A,N/A
K51.D714,N/A,N/A
K51.D72,N/A,N/A
K51.D73,N/A,N/A
K51.D82,N/A,N/A
K51.D83,N/A,N/A
K51D10,0.582,0.689
K51D11,0.638,0.739
K51D111,0.430,0.560
K51D112,0.555,0.747
K51D12,-0.379,-0.387
K51D21,0.198,0.262
K51D22,0.275,0.379
K51D3,0.463,0.673
K51D3.1,0.228,0.275
K51D3.2,0.422,0.576
K51D4.11,0.468,0.547
K51D5,0.687,0.833
K51D5.11,0.730,0.838
K51D81,0.290,0.506
K51V113,-0.333,-0.367
K51V114,-0.134,-0.059
K51V24,-0.503,-0.557
K51V25,0.022,0.119
K51V82,-0.481,-0.553
K51V92,-0.027,0.161
K52.D119,N/A,N/A
K52.D13,N/A,N/A
K52.D42,N/A,N/A
K52.D43,N/A,N/A
K52.D510,N/A,N/A
K52.D623,N/A,N/A
K52.D624,N/A,N/A
K52.D655,N/A,N/A
K52.D663,N/A,N/A
K52.D683,N/A,N/A
K52D1,0.357,0.457
K52D15,0.414,0.562
K52D16,0.492,0.641
K52D17,-0.141,0.114
K52D19,-0.429,-0.374
K52D2,0.337,0.547
K52D20,-0.611,-0.700
K52D21,-0.083,0.031
K52D3,0.314,0.419
K52D4,0.149,0.261
K52D5,0.461,0.625
K52D6,0.336,0.602
K52D7,-0.260,-0.052
K52V22,-0.415,-0.415
K52V32,0.192,0.269
K52V82,-0.403,-0.468
K52V92,0.178,0.276
K53.D612,N/A,N/A
K53.D84,N/A,N/A
K532D15.5,0.491,0.660
K537D1.1,0.417,0.502
K537D1.2,0.452,0.687
K537D2.3,0.324,0.500
K537D3.4,0.191,0.410
K537D3.5,0.257,0.507
K537D4.6,0.256,0.510
K537D4.7,0.490,0.626
K537D5.8,0.263,0.360
K537D6.9,0.224,0.520
K537D7.10,0.440,0.639
K537D7.11,0.487,0.719
K53D1,0.338,0.366
K53D11,-0.035,0.149
K53D12,0.277,0.552
K53D15,0.080,0.157
K53D16,0.386,0.592
K53D2,0.444,0.491
K53D3,0.414,0.557
K53D4,0.301,0.465
K53D5,0.399,0.477
K540D11,0.208,0.313
K540D12,0.281,0.492
K540D13,0.224,0.400
K540D14,-0.005,0.184
K540D15,0.201,0.482
K541D11,-0.189,-0.203
K541D12,0.366,0.554
K541D13,0.244,0.281
K541D14,0.282,0.536
K541D15,-0.556,-0.624
K541D16,-0.231,-0.217
K541D17,-0.024,-0.063
K55.D112,N/A,N/A
K55.D113,N/A,N/A
K55.D122,N/A,N/A
K55.D123,N/A,N/A
K55.D52,N/A,N/A
K55.D53,N/A,N/A
K55.D83,N/A,N/A
K55.D84,N/A,N/A
K56.D112,N/A,N/A
K56.D113,N/A,N/A
K56.D124,N/A,N/A
K56.D125,N/A,N/A
K56.D126,N/A,N/A
K56.D127,N/A,N/A
K56.D128,N/A,N/A
K56.D13,N/A,N/A
K56.D14,N/A,N/A
K56.D15,N/A,N/A
K56.D16,N/A,N/A
K56.D22,N/A,N/A
K56.D23,N/A,N/A
K56.D32,N/A,N/A
K56.D33,N/A,N/A
K56.D53,N/A,N/A
K56.D54,N/A,N/A
K56.D55,N/A,N/A
K56.D652,N/A,N/A
K56.D653,N/A,N/A
K56.D663,N/A,N/A
K56.D664,N/A,N/A
K56.D713,N/A,N/A
K56.D783,N/A,N/A
K56.D784,N/A,N/A
K56.D785,N/A,N/A
K56.D786,N/A,N/A
K56.D82,N/A,N/A
K56.D83,N/A,N/A
K560D1.1,0.418,0.554
K560D1.2,0.166,0.365
K560D12.17,0.782,0.872
K560D3.4,0.443,0.672
K560D3.5,0.430,0.613
K560D4.6,0.529,0.721
K560D4.7,0.452,0.515
K560D4.8,0.638,0.782
K560D4.9,0.413,0.625
K560D6.12,0.430,0.561
K560D6.18,0.472,0.615
K560D6.19,0.341,0.448
K560D8.14,0.365,0.633
K560D8.15,0.344,0.612
K56D11,0.070,-0.177
K57.D21,N/A,N/A
K57.D22,N/A,N/A
K57D1.5,-0.172,-0.155
K57D1.6,-0.146,-0.154
K57D11,-0.121,-0.123
K57D12,N/A,N/A
K57D2.7,-0.077,-0.003
K57D3.8,-0.122,-0.078
K57D3.9,-0.123,-0.052
K57D31,0.278,0.403
K57D32,0.265,0.387
K57D5.10,-0.156,-0.185
K57D5.11,-0.309,-0.411
K58.D102,N/A,N/A
K58.D111,N/A,N/A
K58.D112,N/A,N/A
K58.D113,N/A,N/A
K58.D114,N/A,N/A
K58.D51,N/A,N/A
K58.D52,N/A,N/A
K58.D53,N/A,N/A
K58.D54,N/A,N/A
K58.D62,N/A,N/A
K58.D653,N/A,N/A
K58.D654,N/A,N/A
K58.D655,N/A,N/A
K58.D656,N/A,N/A
K58.D702,N/A,N/A
K58.D703,N/A,N/A
K58.D721,N/A,N/A
K58.D723,N/A,N/A
K58.D724,N/A,N/A
K58.D725,N/A,N/A
K58.D726,N/A,N/A
K581D11,0.495,0.732
K581D12,0.484,0.731
K582D11,0.592,0.711
K582D12,0.420,0.582
K587D1.1,0.465,0.591
K587D2.2,0.265,0.477
K587D3.4,0.269,0.442
K58D11,0.330,0.306
K58D12,0.325,0.415
K58D13,-0.601,-0.729
K59.D102,N/A,N/A
K59.D111,N/A,N/A
K59.D112,N/A,N/A
K59.D113,N/A,N/A
K59.D114,N/A,N/A
K59.D121,N/A,N/A
K59.D122,N/A,N/A
K59.D123,N/A,N/A
K59.D124,N/A,N/A
K59.D42,N/A,N/A
K59.D54,N/A,N/A
K59.D55,N/A,N/A
K59.D56,N/A,N/A
K59.D57,N/A,N/A
K59D11,0.079,0.090
K59D111,0.178,0.055
K59D12,0.065,0.066
K59D13,0.266,0.411
K59D14,-0.184,-0.228
K59D15,-0.438,-0.503
K59D16,0.172,0.183
K59D51,0.427,0.477
K5D31,N/A,N/A
K5D42,-0.277,-0.212
K5D43,N/A,N/A
K6.D113,N/A,N/A
K6.D32,N/A,N/A
K6.D482,N/A,N/A
K6.D92,N/A,N/A
K601D13,-0.003,0.162
K601D14,0.145,0.243
K601D15,0.076,0.280
K601D16,-0.034,0.038
K601D17,-0.120,-0.226
K602D11,0.142,0.299
K602D13,-0.014,0.114
K602D14,0.105,0.317
K602D15,0.076,0.103
K605D11,0.437,0.614
K605D12,0.591,0.759
K605D13,0.112,0.237
K605D14,0.016,0.165
K607D11,0.681,0.745
K607D12,-0.841,-0.897
K607D13,0.018,0.012
K607D14,-0.547,-0.655
K607D16,-0.688,-0.762
K607D17,0.391,0.644
K60D2,0.785,0.850
K60D4,0.383,0.384
K60D6,-0.041,-0.107
K610D11,0.385,0.527
K610D12,0.232,0.416
K610D13,0.458,0.694
K611D11,0.174,0.283
K611D12,0.220,0.344
K611D14,0.415,0.663
K611D15,-0.385,-0.393
K611D16,0.070,0.231
K612D11,0.322,0.568
K612D12,0.366,0.470
K612D13,0.441,0.616
