detector_id,correlation,correlation_ma
EAST_N04/162a2,0.237,0.295
EAST_N04/162b1,-0.106,0.004
EAST_N04/162c1,-0.154,-0.164
EAST_N04/162f1,-0.179,-0.245
EAST_N04/162f2,-0.236,-0.338
EAST_N04/162g1,0.299,0.418
EAST_N04/162h1,-0.077,-0.039
EAST_N04/162x1,-0.084,-0.044
EAST_N04/163c1,0.378,0.425
EAST_N04/163f1,-0.160,-0.192
EAST_N04/163x1,-0.863,-0.892
EAST_N04/166d1,-0.342,-0.307
EAST_N04/166e1,-0.064,-0.090
EAST_N04/166w1,-0.397,-0.376
EAST_N04/174a1,-0.686,-0.766
EAST_N04/174a2,-0.221,-0.209
EAST_N04/179e1,0.252,0.286
EAST_N04/179w1,0.075,0.198
EAST_N04/185a1,-0.822,-0.892
EAST_N04/185b1,0.028,-0.014
EAST_N04/185c1,-0.317,-0.399
EAST_N04/185d1,-0.117,-0.166
EAST_N04/190b1,-0.140,-0.082
EAST_N04/191w1,N/A,N/A
EAST_N04/216a1,-0.132,-0.010
EAST_N04/216b1,-0.134,-0.136
EAST_N04/216c1,-0.282,-0.268
EAST_N04/216d1,0.059,0.150
EAST_N04/228a1,-0.663,-0.643
EAST_N04/236a1,-0.062,-0.114
EAST_N04/236b1,-0.615,-0.622
EAST_N04/237a1,N/A,N/A
EAST_N04/237b1,N/A,N/A
EAST_N04/237c1,N/A,N/A
EAST_N04/237c2,N/A,N/A
EAST_N04/237z1,N/A,N/A
EAST_N05/001a1,0.603,0.655
EAST_N05/001b1,0.778,0.794
EAST_N05/001c1,N/A,N/A
EAST_N05/001s1,0.379,0.433
EAST_N05/005a1,0.005,0.036
EAST_N05/005a2,-0.135,-0.150
EAST_N05/005b1,0.266,0.411
EAST_N05/005c1,0.259,0.469
EAST_N05/005d1,0.036,0.096
EAST_N05/005e1,-0.008,-0.046
EAST_N05/005p1,-0.900,-0.968
EAST_N05/005p2,-0.916,-0.974
EAST_N05/005s1,-0.859,-0.872
EAST_N05/005s2,-0.902,-0.919
EAST_N05/005x1,-0.023,-0.132
EAST_N05/005x2,0.025,-0.010
EAST_N05/006a1,-0.709,-0.740
EAST_N05/006b1,N/A,N/A
EAST_N05/006b2,-0.033,0.055
EAST_N05/006c1,0.453,0.548
EAST_N05/006c2,0.147,0.210
EAST_N05/006d1,-0.414,-0.372
EAST_N05/006d2,-0.421,-0.277
EAST_N05/006e1,-0.704,-0.708
EAST_N05/006f1,-0.244,-0.289
EAST_N05/006q1,-0.252,-0.223
EAST_N05/006v1,0.014,0.060
EAST_N05/006x1,0.103,0.211
EAST_N05/006x2,-0.063,0.058
EAST_N05/006y1,0.348,0.459
EAST_N05/006y2,0.305,0.462
EAST_N05/006z1,-0.210,-0.145
EAST_N05/006z2,0.207,0.304
EAST_N05/008a1,0.007,0.053
EAST_N05/008b1,-0.580,-0.565
EAST_N05/008c1,0.230,0.346
EAST_N05/009a1,-0.952,-0.973
EAST_N05/009b1,N/A,N/A
EAST_N05/009c1,-0.900,-0.918
EAST_N05/013a1,-0.190,-0.106
EAST_N05/013b1,-0.098,-0.082
EAST_N05/013c1,-0.106,-0.006
EAST_N05/013d1,-0.174,-0.095
EAST_N05/013s1,-0.261,-0.235
EAST_N05/013t1,-0.125,-0.034
EAST_N05/014a1,-0.345,-0.332
EAST_N05/014b1,N/A,N/A
EAST_N05/014c1,N/A,N/A
EAST_N05/016a1,0.229,0.295
EAST_N05/016a2,-0.271,-0.234
EAST_N05/016b1,-0.079,0.009
EAST_N05/016c1,-0.722,-0.747
EAST_N05/016c2,-0.311,-0.248
EAST_N05/016d1,0.020,0.140
EAST_N05/017b1,-0.580,-0.661
EAST_N05/017c1,-0.410,-0.484
EAST_N05/017d1,-0.295,-0.282
EAST_N05/017e1,0.191,0.304
EAST_N05/017e2,-0.472,-0.561
EAST_N05/017f1,-0.641,-0.638
EAST_N05/017g1,-0.157,-0.153
EAST_N05/017q1,-0.450,-0.510
EAST_N05/017q2,-0.539,-0.627
EAST_N05/017t1,-0.628,-0.717
EAST_N05/018a1,-0.952,-0.971
EAST_N05/018b1,-0.871,-0.909
EAST_N05/018c1,-0.664,-0.703
EAST_N05/018d1,-0.634,-0.671
EAST_N05/018d2,-0.542,-0.582
EAST_N05/018e1,-0.559,-0.580
EAST_N05/018h1,-0.943,-0.961
EAST_N05/019e1,-0.676,-0.669
EAST_N05/019l1,-0.557,-0.508
EAST_N05/019n1,-0.585,-0.661
EAST_N05/019q1,-0.432,-0.505
EAST_N05/019s1,0.086,0.005
EAST_N05/019w1,-0.533,-0.453
EAST_N05/019y1,-0.313,-0.468
EAST_N05/021a1,-0.955,-0.963
EAST_N05/021a2,-0.955,-0.966
EAST_N05/021b1,-0.884,-0.927
EAST_N05/021c1,-0.837,-0.917
EAST_N05/021e1,N/A,N/A
EAST_N05/022a1,-0.345,-0.124
EAST_N05/022a2,-0.362,-0.431
EAST_N05/022b1,0.421,0.603
EAST_N05/022b2,-0.747,-0.810
EAST_N05/022c1,N/A,N/A
EAST_N05/022d1,-0.390,-0.468
EAST_N05/022d2,-0.021,0.152
EAST_N05/022d3,0.108,0.147
EAST_N05/023a1,N/A,N/A
EAST_N05/023b1,N/A,N/A
EAST_N05/023b2,N/A,N/A
EAST_N05/023c1,-0.950,-0.966
EAST_N05/023d1,N/A,N/A
EAST_N05/024a1,-0.966,-0.984
EAST_N05/024b1,-0.966,-0.977
EAST_N05/024b2,-0.907,-0.859
EAST_N05/024c1,-0.930,-0.953
EAST_N05/024d1,-0.937,-0.949
EAST_N05/024k1,-0.970,-0.981
EAST_N05/026a1,N/A,N/A
EAST_N05/026c1,-0.758,-0.735
EAST_N05/026d1,N/A,N/A
EAST_N05/026d2,N/A,N/A
EAST_N05/026e1,-0.593,-0.668
EAST_N05/027a1,-0.171,-0.133
EAST_N05/027b1,-0.081,-0.113
EAST_N05/027c1,-0.129,0.060
EAST_N05/027d1,-0.943,-0.944
EAST_N05/027k1,0.157,0.519
EAST_N05/027l1,N/A,N/A
EAST_N05/027x1,-0.496,-0.514
EAST_N05/028a1,-0.912,-0.937
EAST_N05/028b1,N/A,N/A
EAST_N05/028b2,-0.975,-0.973
EAST_N05/028c1,-0.904,-0.948
EAST_N05/028x1,-0.657,-0.718
EAST_N05/029a1,-0.600,-0.605
EAST_N05/029b1,N/A,N/A
EAST_N05/029c1,-0.119,-0.069
EAST_N05/030a1,N/A,N/A
EAST_N05/030c1,N/A,N/A
EAST_N05/030y1,N/A,N/A
EAST_N05/030z1,N/A,N/A
EAST_N05/031a1,0.395,0.579
EAST_N05/031b1,-0.417,-0.359
EAST_N05/031c1,0.348,0.605
EAST_N05/031d1,-0.031,-0.087
EAST_N05/032a1,-0.432,-0.425
EAST_N05/032b1,-0.191,-0.087
EAST_N05/032c1,-0.164,-0.081
EAST_N05/032d1,-0.306,-0.309
EAST_N05/033a1,0.088,0.221
EAST_N05/033b1,-0.095,-0.047
EAST_N05/033c1,-0.100,0.051
EAST_N05/033d1,-0.003,-0.048
EAST_N05/033x1,0.075,0.189
EAST_N05/034a1,-0.362,-0.228
EAST_N05/034b1,0.040,0.222
EAST_N05/034c1,N/A,N/A
EAST_N05/034d1,-0.154,-0.210
EAST_N05/035a1,-0.270,-0.321
EAST_N05/035b1,0.009,0.122
EAST_N05/035c1,0.036,0.131
EAST_N05/035x1,N/A,N/A
EAST_N05/035z1,-0.948,-0.956
EAST_N05/036a1,-0.064,0.021
EAST_N05/036a2,0.198,0.252
EAST_N05/036b1,0.209,0.427
EAST_N05/036c1,-0.258,-0.232
EAST_N05/036d1,0.105,0.277
EAST_N05/036e1,0.197,0.212
EAST_N05/039a1,-0.956,-0.970
EAST_N05/039d1,-0.532,-0.561
EAST_N05/039e1,-0.431,-0.358
EAST_N05/039f1,-0.359,-0.257
EAST_N05/039g1,-0.462,-0.672
EAST_N05/039t1,-0.565,-0.593
EAST_N05/040a1,-0.278,-0.249
EAST_N05/040c1,-0.459,-0.436
EAST_N05/040c2,-0.601,-0.588
EAST_N05/040d1,-0.897,-0.910
EAST_N05/040s1,-0.563,-0.557
EAST_N05/040x1,-0.932,-0.960
EAST_N05/040x2,-0.961,-0.963
EAST_N05/041a1,-0.959,-0.969
EAST_N05/041a2,-0.332,-0.328
EAST_N05/041b1,N/A,N/A
EAST_N05/041b2,N/A,N/A
EAST_N05/041c1,-0.983,-0.988
EAST_N05/041d1,-0.102,-0.084
EAST_N05/041e1,-0.352,-0.391
EAST_N05/041l1,N/A,N/A
EAST_N05/041q1,-0.936,-0.954
EAST_N05/041x1,N/A,N/A
EAST_N05/046a1,-0.985,-0.990
EAST_N05/046a2,-0.992,-0.988
EAST_N05/046b1,-0.985,-0.986
EAST_N05/046x1,-0.396,-0.333
EAST_N05/046x2,-0.524,-0.424
EAST_N05/051a1,N/A,N/A
EAST_N05/051b1,-0.646,-0.714
EAST_N05/054c1,-0.601,-0.465
EAST_N05/054h1,-0.708,-0.722
EAST_N05/062a1,-0.246,-0.152
EAST_N05/062c1,-0.807,-0.804
EAST_N05/062e1,-0.133,-0.119
EAST_N05/062s1,N/A,N/A
EAST_N05/062y1,-0.400,-0.473
EAST_N05/062z1,-0.535,-0.531
EAST_N05/066a1,-0.987,-0.992
EAST_N05/066a2,-0.595,-0.612
EAST_N05/066b1,-0.692,-0.664
EAST_N05/066b2,-0.688,-0.705
EAST_N05/066c1,0.164,0.202
EAST_N05/066d1,-0.764,-0.773
EAST_N05/066x1,-0.064,-0.171
EAST_N05/067a1,-0.981,-0.986
EAST_N05/071v1,0.135,0.197
EAST_N05/074m1,0.429,0.467
EAST_N05/078e1,N/A,N/A
EAST_N05/078e2,N/A,N/A
EAST_N05/083e1,N/A,N/A
EAST_N05/083e2,N/A,N/A
EAST_N05/089a1,-0.369,-0.444
EAST_N05/089b1,N/A,N/A
EAST_N05/089b2,N/A,N/A
EAST_N05/095c1,-0.173,-0.284
EAST_N05/095c2,0.108,-0.083
EAST_N05/095d1,-0.117,-0.027
EAST_N05/095d2,-0.436,-0.399
EAST_N05/095e1,-0.006,0.195
EAST_N05/095e2,0.202,0.250
EAST_N05/095f1,0.059,0.219
EAST_N05/096a1,0.035,0.122
EAST_N05/096a2,-0.553,-0.626
EAST_N05/096a3,0.537,0.629
EAST_N05/096b1,-0.148,-0.080
EAST_N05/097a1,0.159,0.245
EAST_N05/097a2,-0.307,-0.252
EAST_N05/097b1,-0.223,-0.231
EAST_N05/097b2,-0.427,-0.387
EAST_N05/097c1,-0.255,-0.218
EAST_N05/097c2,-0.346,-0.349
EAST_N05/097e1,-0.369,-0.247
EAST_N05/097e2,-0.493,-0.491
EAST_N05/097p1,-0.485,-0.501
EAST_N05/097q1,-0.539,-0.468
EAST_N05/098a1,-0.502,-0.526
EAST_N05/098b1,-0.482,-0.516
EAST_N05/098c1,-0.390,-0.464
EAST_N05/098c2,-0.280,-0.292
EAST_N05/099a1,-0.763,-0.794
EAST_N05/101a1,-0.317,-0.340
EAST_N05/101a2,-0.404,-0.412
EAST_N05/102a1,N/A,N/A
EAST_N05/103a1,-0.120,-0.361
EAST_N05/105a1,-0.698,-0.713
EAST_N05/106a1,-0.970,-0.966
EAST_N05/107a1,-0.964,-0.983
EAST_N05/108e1,-0.140,-0.202
EAST_N05/108e2,-0.917,-0.919
EAST_N05/109a1,-0.206,-0.279
EAST_N05/109b1,0.266,0.418
EAST_N05/109b2,-0.307,-0.423
EAST_N05/109c1,N/A,N/A
EAST_N05/109d1,N/A,N/A
EAST_N05/109e1,-0.448,-0.674
EAST_N05/109h1,-0.111,-0.043
EAST_N05/109j1,-0.602,-0.494
EAST_N05/109j2,0.441,0.564
EAST_N05/109r1,-0.030,-0.033
EAST_N05/109t1,-0.785,-0.835
EAST_N05/110a1,0.318,0.608
EAST_N05/110a2,0.055,0.390
EAST_N05/110a3,N/A,N/A
EAST_N05/110a4,N/A,N/A
EAST_N05/110b1,-0.766,-0.809
EAST_N05/110c1,-0.962,-0.976
EAST_N05/110d1,-0.922,-0.932
EAST_N05/110q1,N/A,N/A
EAST_N05/110s1,N/A,N/A
EAST_N05/110s2,N/A,N/A
EAST_N05/110t1,-0.678,-0.830
EAST_N05/110t2,-0.732,-0.888
EAST_N05/110u1,-0.917,-0.961
EAST_N05/110u2,-0.953,-0.969
EAST_N05/111a1,-0.696,-0.735
EAST_N05/111b1,-0.725,-0.783
EAST_N05/111b2,-0.649,-0.665
EAST_N05/115a1,-0.672,-0.793
EAST_N05/115b1,-0.717,-0.731
EAST_N05/117e1,-0.943,-0.988
EAST_N05/117w1,-0.779,-0.832
EAST_N05/118h1,0.009,0.055
EAST_N05/118h2,-0.071,0.037
EAST_N05/118h3,0.172,0.233
EAST_N05/118h4,-0.136,-0.144
EAST_N05/118j1,-0.513,-0.559
EAST_N05/118l1,N/A,N/A
EAST_N05/118q1,N/A,N/A
EAST_N05/118q2,N/A,N/A
EAST_N05/121a1,-0.356,-0.214
EAST_N05/121b1,0.346,0.389
EAST_N05/121c1,-0.282,-0.230
EAST_N05/122c1,-0.197,-0.164
EAST_N05/126a1,N/A,N/A
EAST_N05/126a2,N/A,N/A
EAST_N05/126b1,N/A,N/A
EAST_N05/128a1,-0.843,-0.871
EAST_N05/128b1,0.285,0.286
EAST_N05/128c1,-0.950,-0.968
EAST_N05/128c2,-0.966,-0.978
EAST_N05/128d1,-0.848,-0.861
EAST_N05/128e1,-0.937,-0.951
EAST_N05/128e2,-0.815,-0.897
EAST_N05/128f1,-0.562,-0.598
EAST_N05/128f2,-0.457,-0.547
EAST_N05/128g1,-0.890,-0.907
EAST_N05/128q1,N/A,N/A
EAST_N05/128q2,-0.958,-0.987
EAST_N05/128y1,-0.467,-0.421
EAST_N05/128y2,0.052,0.074
EAST_N05/132a1,-0.795,-0.843
EAST_N05/132a2,-0.740,-0.795
EAST_N05/132b1,-0.434,-0.484
EAST_N05/132c1,-0.504,-0.523
EAST_N05/132d1,-0.698,-0.753
EAST_N05/132d2,-0.488,-0.520
EAST_N05/132e1,-0.790,-0.848
EAST_N05/132f1,-0.913,-0.921
EAST_N05/132f2,-0.887,-0.901
EAST_N05/132g1,-0.440,-0.461
EAST_N05/134a1,0.446,0.534
EAST_N05/134a2,-0.497,-0.373
EAST_N05/135a1,-0.782,-0.774
EAST_N05/137a1,-0.754,-0.788
EAST_N05/137a2,-0.713,-0.737
EAST_N05/137a3,-0.662,-0.691
EAST_N05/138a1,-0.537,-0.686
EAST_N05/138a2,-0.602,-0.704
EAST_N05/138b1,-0.676,-0.718
EAST_N05/138b2,-0.615,-0.632
EAST_N05/138c1,0.112,0.171
EAST_N05/139a1,-0.538,-0.627
EAST_N05/139a2,-0.522,-0.600
EAST_N05/139b1,-0.720,-0.744
EAST_N05/139b2,-0.663,-0.657
EAST_N05/139c1,0.174,0.267
EAST_N05/140a1,-0.501,-0.561
EAST_N05/140a2,-0.495,-0.535
EAST_N05/140b1,-0.542,-0.562
EAST_N05/140b2,-0.502,-0.455
EAST_N05/140c1,0.174,0.232
EAST_N05/140d1,0.218,0.295
EAST_N05/142a1,-0.579,-0.634
EAST_N05/142a2,-0.258,-0.233
EAST_N05/142b1,-0.358,-0.313
EAST_N05/143a1,-0.577,-0.627
EAST_N05/144a1,-0.128,-0.170
EAST_N05/144a2,-0.722,-0.740
EAST_N05/144x1,0.243,0.268
EAST_N05/144x2,-0.703,-0.726
EAST_N05/145a1,0.118,0.124
EAST_N05/145a2,-0.555,-0.596
EAST_N05/146a1,0.072,0.090
EAST_N05/146a2,-0.688,-0.740
EAST_N05/147a1,0.135,0.145
EAST_N05/147a2,-0.620,-0.634
EAST_N05/148a1,0.016,0.010
EAST_N05/148a2,-0.782,-0.817
EAST_N05/149a1,0.024,0.020
EAST_N05/149a2,-0.533,-0.556
EAST_N05/150a1,0.195,0.335
EAST_N05/150a2,-0.801,-0.838
EAST_N05/151a1,0.140,0.100
EAST_N05/151a2,0.213,0.167
EAST_N05/152a1,-0.730,-0.780
EAST_N05/153a1,-0.032,-0.112
EAST_N05/153a2,-0.415,-0.530
EAST_N05/153b1,0.087,0.063
EAST_N05/153b2,-0.628,-0.654
EAST_N05/153c1,0.096,0.244
EAST_N05/153d1,0.047,0.163
EAST_N05/153w1,-0.761,-0.812
EAST_N05/153w2,0.009,0.046
EAST_N05/153x1,0.022,-0.038
EAST_N05/153y1,0.020,0.104
EAST_N05/154a1,-0.810,-0.816
EAST_N05/154a2,-0.543,-0.539
EAST_N05/154b1,-0.261,-0.343
EAST_N05/156a1,-0.213,-0.222
EAST_N05/156a2,-0.053,-0.126
EAST_N05/156b1,0.134,0.123
EAST_N05/156c1,0.021,-0.133
EAST_N05/156d1,0.013,-0.082
EAST_N05/156e1,0.354,0.415
EAST_N05/156q1,-0.036,-0.039
EAST_N05/156x1,-0.422,-0.440
EAST_N05/157a1,0.369,0.416
EAST_N05/157a2,-0.130,-0.126
EAST_N05/157a3,0.203,0.244
EAST_N05/157b1,0.497,0.571
EAST_N05/157b2,-0.673,-0.663
EAST_N05/157b3,-0.173,-0.117
EAST_N05/157c1,N/A,N/A
EAST_N05/157c2,N/A,N/A
EAST_N05/157d1,N/A,N/A
EAST_N05/157q1,0.325,0.423
EAST_N05/157x1,N/A,N/A
EAST_N05/157x2,N/A,N/A
EAST_N05/157y1,-0.170,-0.185
EAST_N05/157y2,-0.014,0.014
EAST_N05/157y3,0.241,0.286
EAST_N05/157z1,N/A,N/A
EAST_N05/161a1,-0.922,-0.945
EAST_N05/161a2,-0.905,-0.917
EAST_N05/161b1,-0.925,-0.941
EAST_N05/161b2,-0.761,-0.789
EAST_N05/161e1,-0.882,-0.904
EAST_N05/161e2,-0.815,-0.848
EAST_N05/161f1,-0.676,-0.779
EAST_N05/162a1,N/A,N/A
EAST_N05/162b1,N/A,N/A
EAST_N05/162x1,N/A,N/A
EAST_N05/163e1,-0.214,-0.202
EAST_N05/165a1,-0.861,-0.873
EAST_N05/165a2,-0.817,-0.844
EAST_N05/165b1,-0.931,-0.949
EAST_N05/165b2,-0.894,-0.910
EAST_N05/165c1,-0.805,-0.803
EAST_N05/169a1,-0.623,-0.740
EAST_N05/170d1,-0.843,-0.870
EAST_N05/174a1,0.325,0.447
EAST_N05/174a2,0.570,0.668
EAST_N05/174b1,-0.385,-0.435
EAST_N05/174b2,-0.386,-0.456
EAST_N05/174c1,0.158,0.527
EAST_N05/174e1,0.379,0.538
EAST_N05/174x1,0.432,0.642
EAST_N05/174y1,0.642,0.799
EAST_N05/175a1,-0.408,-0.371
EAST_N05/175a2,0.299,0.444
EAST_N05/175b1,N/A,N/A
EAST_N05/176e1,-0.968,-0.976
EAST_N05/177a1,-0.933,-0.945
EAST_N05/177a2,-0.944,-0.963
EAST_N05/177a3,-0.938,-0.953
EAST_N05/177b1,0.286,0.346
EAST_N05/177b2,-0.004,0.057
EAST_N05/177y1,-0.421,-0.444
EAST_N05/177y2,-0.956,-0.949
EAST_N05/177y3,-0.976,-0.968
EAST_N05/178x1,-0.987,-0.987
EAST_N05/179a1,N/A,N/A
EAST_N05/179a2,-0.137,-0.146
EAST_N05/179b1,-0.435,-0.473
EAST_N05/179c1,-0.322,-0.371
EAST_N05/179d2,0.292,0.488
EAST_N05/179d3,-0.363,-0.347
EAST_N05/179d4,-0.052,0.104
EAST_N05/180a1,0.026,0.070
EAST_N05/180a2,0.245,0.255
EAST_N05/181a1,-0.148,-0.226
EAST_N05/184a1,0.077,0.142
EAST_N05/184a2,-0.020,0.038
EAST_N05/184b1,-0.074,-0.146
EAST_N05/184b2,-0.081,-0.064
EAST_N05/184c1,0.306,0.393
EAST_N05/185a1,0.383,0.414
EAST_N05/185a2,0.220,0.265
EAST_N05/185b1,0.413,0.654
EAST_N05/185b2,0.528,0.696
EAST_N05/185c1,0.290,0.357
EAST_N05/186x1,0.662,0.724
EAST_N05/187a1,-0.013,-0.024
EAST_N05/187a2,-0.212,-0.245
EAST_N05/187a3,0.355,0.392
EAST_N05/187b1,-0.017,-0.097
EAST_N05/187b2,-0.174,-0.209
EAST_N05/188a1,0.774,0.849
EAST_N05/188a2,-0.035,0.076
EAST_N05/188a3,-0.010,0.043
EAST_N05/188b1,0.274,0.403
EAST_N05/188b2,0.056,0.140
EAST_N05/189a1,0.376,0.533
EAST_N05/189a2,0.388,0.550
EAST_N05/189a3,0.338,0.484
EAST_N05/189b1,0.239,0.402
EAST_N05/189b2,-0.577,-0.601
EAST_N05/189b3,-0.584,-0.704
EAST_N05/192a1,-0.760,-0.747
EAST_N05/193a1,0.219,0.378
EAST_N05/193b1,-0.283,-0.179
EAST_N05/193s1,-0.098,0.145
EAST_N05/193x1,0.128,0.285
EAST_N05/194a1,N/A,N/A
EAST_N05/194a2,N/A,N/A
EAST_N05/194b1,-0.044,-0.053
EAST_N05/194b2,-0.330,-0.306
EAST_N05/194c1,-0.951,-0.976
EAST_N05/194c2,-0.967,-0.985
EAST_N05/194d1,-0.970,-0.977
EAST_N05/197a1,N/A,N/A
EAST_N05/203e1,-0.319,-0.280
EAST_N05/203n1,0.483,0.537
EAST_N05/203w1,-0.391,-0.378
EAST_N05/207a1,N/A,N/A
EAST_N05/207a2,N/A,N/A
EAST_N05/207b1,-0.661,-0.693
EAST_N05/207c1,N/A,N/A
EAST_N05/207s1,-0.989,-0.983
EAST_N05/207t1,-0.989,-0.992
EAST_N05/207u1,-0.981,-0.992
EAST_N05/207v1,-0.981,-0.989
EAST_N05/211a1,N/A,N/A
EAST_N05/211b1,-0.439,-0.390
EAST_N05/212e1,N/A,N/A
EAST_N05/213a1,-0.986,-0.983
EAST_N05/213a2,-0.930,-0.951
EAST_N05/214a1,-0.913,-0.905
EAST_N05/215a1,-0.743,-0.807
EAST_N05/215a2,-0.511,-0.590
EAST_N05/216a1,-0.529,-0.489
EAST_N05/216a2,-0.497,-0.492
EAST_N05/216b1,-0.786,-0.765
EAST_N05/216c1,N/A,N/A
EAST_N05/216d1,-0.338,-0.190
EAST_N05/219a1,-0.446,-0.427
EAST_N05/219b1,-0.176,-0.228
EAST_N05/219c1,0.065,0.123
EAST_N05/222a1,-0.970,-0.974
EAST_N05/222b1,-0.963,-0.965
EAST_N05/222b2,N/A,N/A
EAST_N05/222c1,-0.932,-0.947
EAST_N05/223b1,-0.956,-0.968
EAST_N05/223b2,-0.984,-0.986
EAST_N05/223c1,-0.974,-0.973
EAST_N05/223e1,0.153,0.188
EAST_N05/223e2,N/A,N/A
EAST_N05/228e1,-0.953,-0.977
EAST_N05/228w1,-0.847,-0.876
EAST_N05/229a1,-0.624,-0.650
EAST_N05/229a2,-0.722,-0.720
EAST_N05/230a1,-0.700,-0.740
EAST_N05/230a2,-0.841,-0.881
EAST_N05/236a1,N/A,N/A
EAST_N05/236a2,-0.365,-0.476
EAST_N05/236a3,-0.412,-0.553
EAST_N05/236b1,-0.172,-0.288
EAST_N05/236b2,-0.167,-0.165
EAST_N05/236b3,-0.153,-0.150
EAST_N05/236q1,0.024,-0.030
EAST_N05/236q2,0.112,0.090
EAST_N05/236y1,-0.338,-0.451
EAST_N05/236y2,-0.599,-0.700
EAST_N05/236y3,-0.649,-0.682
EAST_N05/237a1,-0.206,-0.194
EAST_N05/237b1,0.517,0.523
EAST_N05/237c1,0.723,0.790
EAST_N05/237d1,-0.936,-0.959
EAST_N05/237q1,-0.521,-0.583
EAST_N05/239a1,-0.372,-0.338
EAST_N05/239b1,N/A,N/A
EAST_N05/239b2,-0.457,-0.518
EAST_N05/239c1,N/A,N/A
EAST_N05/239c2,N/A,N/A
EAST_N05/239d1,N/A,N/A
EAST_N05/239w1,-0.617,-0.671
EAST_N05/239x1,-0.673,-0.748
EAST_N05/239y1,-0.960,-0.948
EAST_N05/239z1,-0.986,-0.988
EAST_N05/252a1,-0.698,-0.662
EAST_N05/252b1,-0.944,-0.960
EAST_N05/256e1,0.098,0.169
EAST_N05/257w1,-0.874,-0.839
EAST_N05/257w2,-0.954,-0.957
EAST_N05/257x1,0.086,0.131
EAST_N05/258a1,N/A,N/A
EAST_N05/258b1,N/A,N/A
EAST_N05/258c1,N/A,N/A
EAST_N05/258k1,-0.955,-0.972
EAST_N05/259a1,N/A,N/A
EAST_N05/259b1,-0.625,-0.609
EAST_N05/267e1,N/A,N/A
EAST_N05/267e2,N/A,N/A
EAST_N05/268w1,N/A,N/A
EAST_N05/268w2,N/A,N/A
EAST_N05/269a1,N/A,N/A
EAST_N05/270w1,N/A,N/A
EAST_N05/270w2,N/A,N/A
EAST_N05/271a1,N/A,N/A
EAST_N05/271b1,-0.484,-0.493
EAST_N05/273n1,-0.469,-0.434
EAST_N05/273n2,-0.108,-0.042
EAST_N05/274s1,0.115,0.195
EAST_N05/274s2,0.473,0.542
EAST_N05/282s1,-0.972,-0.969
EAST_N05/282y1,-0.917,-0.938
EAST_N05/282y2,-0.868,-0.934
EAST_N05/296n1,0.677,0.755
EAST_N05/296r1,0.831,0.853
EAST_N05/296s1,0.361,0.409
EAST_N05/296w1,0.264,0.531
EAST_N05/296x1,-0.120,-0.168
EAST_N05/297a1,0.456,0.487
EAST_N05/297b1,-0.055,-0.115
EAST_N05/298a1,-0.783,-0.761
EAST_N05/298b1,-0.379,-0.444
EAST_N05/298c1,-0.105,0.067
EAST_N05/298d1,-0.152,-0.138
EAST_N05/303a1,-0.141,-0.058
EAST_N05/303x1,-0.336,-0.271
EAST_N05/311b1,-0.544,-0.575
EAST_N05/363a1,-0.181,-0.124
EAST_N05/363b1,-0.812,-0.827
EAST_N05/363c1,0.112,0.141
EAST_N05/363x1,-0.884,-0.895
EAST_N05/363z1,-0.282,-0.262
EAST_N05/366a1,-0.021,0.054
EAST_N05/366b1,0.129,0.207
EAST_N05/366c1,0.087,0.069
EAST_N05/366d1,0.033,0.040
EAST_N05/366q1,0.316,0.353
EAST_N05/373a1,-0.129,-0.037
EAST_N05/373a2,-0.671,-0.673
EAST_N05/373b1,N/A,N/A
EAST_N05/373b2,N/A,N/A
EAST_N05/373c1,N/A,N/A
EAST_N05/373c2,N/A,N/A
EAST_N05/373d1,N/A,N/A
EAST_N05/373d2,N/A,N/A
EAST_N05/373i1,N/A,N/A
EAST_N05/373i2,N/A,N/A
EAST_N05/373l1,0.016,0.183
EAST_N05/373l2,-0.176,-0.105
EAST_N05/373m1,0.152,0.256
EAST_N05/373x1,N/A,N/A
EAST_N05/373y1,N/A,N/A
EAST_N05/373z1,N/A,N/A
EAST_N05/375a1,-0.558,-0.615
EAST_N05/375b1,-0.912,-0.932
EAST_N05/375x1,-0.517,-0.558
EAST_N05/376b1,-0.403,-0.392
EAST_N05/377a1,-0.253,-0.287
EAST_N05/377b1,-0.510,-0.582
EAST_N05/378a1,-0.279,-0.234
EAST_N05/378b1,-0.660,-0.722
EAST_N05/378x1,-0.659,-0.693
EAST_N05/379a1,-0.340,-0.357
EAST_N05/379b1,-0.550,-0.639
EAST_N05/380a1,-0.095,-0.072
EAST_N05/380a2,-0.385,-0.380
EAST_N05/380b1,-0.673,-0.681
EAST_N05/380b2,-0.771,-0.799
EAST_N05/380b3,-0.348,-0.282
EAST_N05/380c1,0.395,0.482
EAST_N05/380d1,-0.007,-0.046
EAST_N05/380e1,0.454,0.645
EAST_N05/380f1,0.246,0.501
EAST_N05/380q1,N/A,N/A
EAST_N05/380q2,N/A,N/A
EAST_N05/380q3,N/A,N/A
EAST_N05/380x1,-0.767,-0.810
EAST_N05/380x2,-0.829,-0.858
EAST_N05/380x3,-0.453,-0.395
EAST_N05/380y1,0.256,0.275
EAST_N05/380y2,-0.375,-0.522
EAST_N05/380y3,-0.453,-0.610
EAST_N05/381n1,0.081,0.127
EAST_N05/381s1,-0.775,-0.809
EAST_N05/382h1,-0.412,-0.398
